"ResponseId","POINT_X","POINT_Y","ZIPCODE","AGE","GENDER","EDUCATION","HHINCOME","EMPLOYED","EMPLOYED_STUDENT","EMPLOYED_RETIRED","RACE","RACE_NATIVE","RACE_ASIAN","RACE_BLACK","RACE_MIDEAST","RACE_PACIFIC","RACE_WHITE","RACE_OTHER","RACE_HISPANIC","POLITICS","CONSERVATIVE","YEARS","PROPERTY","OWNERSHIP","PRIORITIZE_ENVIRON","RANK_ENVIRON","PRIORITY_ENVIRON","PRIORITY_ECONOMY","PRIORITY_INFRAST","PRIORITY_SOCSERV","PRIORITY_ACSNAT","PRIORITY_TRASH","PRIORITY_AIRQTY","PRIORITY_WTRQTY","PRIORITY_JOBINC","PRIORITY_WAGINC","PRIORITY_CSTLIV","PRIORITY_JOBDIV","PRIORITY_PEDCYC","PRIORITY_RODBRG","PRIORITY_UTILTY","PRIORITY_FLDPRT","PRIORITY_ACSEDU","PRIORITY_ACSHLT","PRIORITY_HOUSNG","PRIORITY_PUBTRN","NRELATEDNESS","NR_IMPPRT","NR_CONNCT","NR_SPIRIT","NR_NOTICE","NR_VACSPT","NR_AFFECT","PIDENTITY","PIDENTITY_IDENTY","PIDENTITY_SPCIAL","PIDENTITY_ATTCHD","SOLASTALGIA","SOLASTALGIA_BELONG","SOLASTALGIA_LOSSES","SOLASTALGIA_ASHAMD","SOLASTALGIA_DISAPR","SOLASTALGIA_UQLOSS","SOLASTALGIA_PEACEQ","SOLASTALGIA_DEGRAD","SOLASTALGIA_LFSTYL","SOLASTALGIA_FLEAVE","HOPEPATH_SELFEFF","HOPEPATH_RESPEFF","HOPEPATH_WAYFIX","HOPEPATH_KNOWLG","HOPEPATH_CANFIX","HOPEPATH_RESOLV","HOPEPATH_ENOUGH","SWELLBEING","MHI","MHI_SCORE","MHI_ANXIETY","MHI_DEPRESN","MHI_A1","MHI_A2","MHI_D1","MHI_D2","MHI_D3","LIFESATISFACTION","ECOANXIETY_SCORE","ECOANXIETY_CAT","ECOANXIETY_1","ECOANXIETY_2","ECOANXIETY_3","ECOANXIETY_4","ECOANXIETY_5","ECOANXIETY_6","ECOANXIETY_7","JUSTICE","JUSTICE_DIST","JUSTICE_PRO","JUSTICE_REC","JUSTICE_AGN","ATTITUDE_BAYLNK","ATTITUDE_BAYIMP","ATTITUDE_BIODIV","ATTITUDE_OPPSAT","ATTITUDE_SAFOUT","ATTITUDE_OUTWEL","ATTITUDE_SWMSAF","ATTITUDE_CHNGFW","ATTITUDE_CHNGRN","ATTITUDE_CHNGTP","ATTITUDE_CHNGHS","ATTITUDE_CCTHRT","GROUP_INVOLVEMENT","GROUP_ARTCLT","GROUP_ENVPRT","GROUP_HOANBH","GROUP_POLTCL","GROUP_SPIRIT","GROUP_CHLPAR","GROUP_SPORTS","ACTIVE_COUNT","PASSIVE_COUNT","ATTRACT_COUNT","ACTIVE_AVG","PASSIVE_AVG","ATTRACT_AVG","ACTIVITY_CMPHIK","ACTIVITY_PADBOT","ACTIVITY_SWIMDV","ACTIVITY_BWATCH","ACTIVITY_GARDEN","ACTIVITY_FISHNG","ACTIVITY_EXRCSO","ACTIVITY_RELAXO","ACTIVITY_PICNIC","ACTIVITY_PLYGND","ACTIVITY_ZOOAQU","ACTIVITY_LSNPRK","ACTIVITY_HSTSIT","ACTIVITY_BEACH","ACTIVITY_PIER","BEHAVIOR_FERTLZ","BEHAVIOR_WATER","BEHAVIOR_CLPPNG","BEHAVIOR_GRNINF","BEHAVIOR_NODRIV","BEHAVIOR_RECYCL","BEHAVIOR_PLNTFF","BEHAVIOR_RESTOR","BEHAVIOR_FERTLZweight","FERTLZ_SEASON_N","FERTLZ_SPRING","FERTLZ_SUMMER","FERTLZ_FALL","FERTLZ_WINTER","NORM_FERTLZ","NORM_WATER","NORM_CLPPNG","NORM_GRNINF","NORM_NODRIV","NORM_RECYCL","NORM_PLNTFF","NORM_RESTOR","FISH_LOCATN_N","FISH_LOC_SHORE","FISH_LOC_PIER","FISH_LOC_WATER","FISH_REASON_N","FISH_RSN_SPORT","FISH_RSN_RELAX","FISH_RSN_FOOD","FISH_RSN_SELL","FISH_RSN_WATCH","FISH_RSN_SOCIAL","KNOWLEDGE_WQTRND","KNOWLEDGE_NUTRNT","KNOWLEDGE_SOURCE","KNOWLEDGE_FRTSSN","KNOWLEDGE_SGLOSS","KNOWLEDGE_WQTRND_C","KNOWLEDGE_NUTRNT_C","KNOWLEDGE_SOURCE_C","KNOWLEDGE_FRTSSN_C","KNOWLEDGE_SGLOSS_C","KNOWLEDGE_POINTS","KNOWLEDGE_SCORE","KNOWLEDGE_SCORE_Pct","INFOSOURCES_N","INFO_TV","INFO_RADIO","INFO_PERIOD","INFO_SOCIAL","INFO_MAILE","INFO_GOV","INFO_NGO","INFO_PUBLIC","INFO_WORD","INFO_OWN","REFERRAL","AUDIENCE"
"R_5whTtiAq4XPGUyn",425939.147527,1262981.23922,33709,"65 or older","Female","High school diploma or GED","$25,000 - $49,999","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Strongly liberal",-3,"20 years or more","Condominium","Own",1,"Top",4,3.25,4,3.75,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3.14285714285714,4,4,1,4,4,4,4,1,4,1,1,1,1,1,2,1,3.83333333333333,3.8,19,7,12,4,3,3,4,5,4,3,"Low",3,0,0,0,0,0,0,2.33333333333333,2,2,3,3,4,4,4,3,2,4,3,3,3,3,2,4,0,0,0,0,0,0,0,0,2,2,2,0.833333333333333,0.666666666666667,0.333333333333333,0,0,0,2,3,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,3,3,0,NA,NA,NA,NA,NA,NA,2,0,2,-1,2,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Nitrogen","Stormwater runoff","Summer (June - September)","Nutrient pollution",10,6,8,8,8,3.5,2.6,52,1,1,0,0,0,0,0,0,0,0,0,"Local News","In-network"
"R_5WIp7kfBlbxhl5v",401793.042858,1300548.94897,33770,"45 - 54","Female","Bachelor's degree","$100,000 or more","Full-time",0,0,"Black",0,0,1,0,0,0,0,0,"Slightly liberal",-1,"20 years or more","Single-family home","Own",0,"Bottom",1,3.5,2,3,0,0,2,2,4,3,4,3,3,2,1,2,3,3,4,2,2.83333333333333,2,3,4,3,1,4,3,2,4,3,0.857142857142857,0,1,0,0,1,3,1,0,0,0.5,2.5,0,1,2,1,3,2.83333333333333,2.8,14,4,10,3,1,1,4,5,3,0,"Low",0,0,0,0,0,0,0,4,4,4,4,3,4,3,2,3,2,3,2,0,0,0,0,0,0.571428571428571,2,1,0,0,0,0,1,4,2,2,1.66666666666667,2.66666666666667,0.333333333333333,1,1,0,4,4,0,4,4,0,0,0,1,0,1,0,1,4,1,4,0,4,4,0,"A few times",1,1,0,0,0,2,2,2,-2,1,-2,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Nitrogen","Stormwater runoff","Summer (June - September)","Microplastics",5,4,4,10,4,3,1.8,36,2,0,0,0,1,0,0,0,0,1,0,"Community","In-network"
"R_5xFWwehfQh6UqwE",447075.92272,1258326.41919,33704,"35 - 44","Male","High school diploma or GED","$100,000 or more","Full-time",0,0,"Black",0,0,1,0,0,0,0,0,"Strongly liberal",-3,"5 - 9 years","Single-family home","Own",1,"Top",3.5,2,2.75,1.25,3,3,4,4,2,4,0,2,3,2,4,2,0,2,3,0,2.83333333333333,4,4,0,4,1,4,2.66666666666667,1,4,3,1.42857142857143,0,2,0,4,1,1,1,1,3,3.5,3.5,3,4,4,4,3,4.16666666666667,4.2,21,9,12,5,4,4,4,4,4,0,"Low",0,0,0,0,0,0,0,3,4,3,2,2,2,4,4,3,4,4,4,0,0,0,0,3,0.571428571428571,0,0,2,0,0,2,0,3,2,2,1,1.66666666666667,0.5,1,0,0,1,4,0,4,0,1,0,0,0,0,2,1,0,4,0,0,3,1,4,1,NA,NA,NA,NA,NA,NA,2,2,2,1,-1,-1,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Nitrogen","Stormwater runoff","Summer (June - September)","Increased ocean temperature",8,5,9,8,1,3,2.2,44,3,0,0,0,1,0,0,0,0,1,1,"Unknown","In-network"
"R_6amAaSvFYqor1Jz",527464.377915,1347413.41005,33617,"25 - 34","Female","Bachelor's degree","$25,000 - $49,999","Full-time",0,0,"Black",0,0,1,0,0,0,0,0,"Neutral",0,"1 - 4 years","Townhome or duplex","Rent",0,"Middle",3.25,3.5,2.75,2.5,1,4,4,4,3,4,4,3,3,2,2,4,2,3,4,1,2.66666666666667,3,4,4,2,1,2,4,4,4,4,2,1,3,1,3,1,0,3,3,4,2.5,4,3,2,4,2,4,3.33333333333333,3.4,17,5,12,2,3,4,3,5,3,0,"Low",0,0,0,0,0,0,0,4,4,4,4,4,4,4,3,3,2,4,1,0,0,0,0,3,1,1,2,1,0,1,1,1,5,3,5,0.833333333333333,1.66666666666667,1.33333333333333,1,1,1,1,1,0,1,3,1,2,0,3,1,1,1,0,1,0,2,4,1,1,3,NA,NA,NA,NA,NA,NA,0,0,1,-1,0,0,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Carbon","Stormwater runoff","Summer (June - September)","Nutrient pollution",9,2,3,5,3,2.5,0.95,19,10,1,0,1,1,1,1,1,1,1,1,"TBEP","In-network"
"R_6Byu2531NhqKGSv",NA,NA,34639,"35 - 44","Non-binary","Bachelor's degree","$100,000 or more","Full-time",0,0,"Black",0,0,1,0,0,0,0,0,"Strongly liberal",-3,"5 - 9 years","Single-family home","Rent",0,"Middle",3,3.25,3.25,2.75,3,2,3,4,3,3,4,3,2,4,4,3,4,3,2,2,3.5,4,4,4,4,2,3,3.66666666666667,3,4,4,3.28571428571429,1,4,1,4,4,4,4,2,3,1.5,3.5,1,2,4,4,3,3.5,3.4,17,5,12,2,3,4,3,5,4,3,"Low",1,1,0,0,0,0,1,3.33333333333333,4,3,3,4,1,4,2,1,3,3,2,0,3,2,2,4,0.428571428571429,2,0,0,0,0,1,0,2,3,5,0.5,3,0.833333333333333,0,0,0,1,2,0,4,4,1,1,1,1,1,0,1,0,3,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Silica","Industrial discharges into the bay","Summer (June - September)","Increased ocean temperature,Microplastics,Nutrient pollution",10,3,3,3,3,1.5,0.45,9,3,1,0,0,0,1,1,0,0,0,0,"Community","In-network"
"R_6cjeZeWcUJiwh5k",518031.917945,1327782.01397,33610,"55 - 64","Male","Master's degree","Less than $25,000","Unemployed",0,1,"Other",0,0,0,0,0,0,1,0,"Neutral",0,"5 - 9 years","Single-family home","Own",1,"Top",3.25,1.75,2.75,2,3,3,4,3,2,1,1,3,4,3,2,2,1,2,1,4,3.83333333333333,4,4,4,4,3,4,3.33333333333333,4,3,3,2.57142857142857,1,3,1,3,2,4,3,2,3,3.5,3.5,4,3,4,3,3,4.16666666666667,4.2,21,8,13,5,3,4,4,5,4,4,"Low",1,0,0,1,0,1,1,3.66666666666667,4,3,4,4,4,4,4,3,3,3,2,2,3,3,1,3,1.42857142857143,2,2,2,2,0,0,2,6,3,6,3.5,3.66666666666667,2.66666666666667,3,4,4,4,4,2,4,4,3,2,1,4,3,4,2,1,4,0,4,4,4,4,4,"2",2,1,1,0,0,1,1,1,-2,-2,-1,-1,-2,2,1,0,1,2,0,0,1,0,0,1,"Declined","Nitrogen","Industrial discharges into the bay","Summer (June - September)","Increased ocean temperature,Nutrient pollution",8,9,9,9,10,2.5,2.3,46,5,0,0,0,0,0,1,1,1,1,1,"Local News","In-network"
"R_6D6pFlWsG4LAg72",407285.024044,1286498.33371,33773,"65 or older","Female","Master's degree","$50,000 - $74,999","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Slightly liberal",-1,"20 years or more","Single-family home","Own",0,"Middle",3.25,2.5,3.5,3.5,3,2,4,4,3,2,2,3,3,3,4,4,4,4,3,3,3.5,4,4,3,4,3,3,4,4,4,4,3.57142857142857,4,3,3,4,4,4,4,3,4,0.5,1,0,1,2,1,0,2.5,2.6,13,4,9,2,2,2,3,4,2,12,"Moderate",2,2,2,2,2,1,1,2,3,2,1,1,4,4,4,2,1,3,3,1,2,3,3,4,0.285714285714286,0,1,1,0,0,0,0,3,3,4,1.66666666666667,3.66666666666667,0.833333333333333,2,0,0,4,4,0,4,4,3,1,0,2,1,0,1,0,2,0,4,2,4,4,0,NA,NA,NA,NA,NA,NA,2,2,2,-1,-1,0,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Nitrogen","Stormwater runoff","Summer (June - September)","Nutrient pollution",5,5,5,6,6,3.5,1.9,38,6,0,0,1,1,0,0,1,1,1,0,"Environmental","In-network"
"R_6DEsWZqGbwYLcOZ",NA,NA,34221,"55 - 64","Male","Doctoral degree","$100,000 or more","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Slightly liberal",-1,"20 years or more","Townhome or duplex","Own",0,"Middle",2.75,3,2.5,2.75,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,2,1.83333333333333,3,2,1,3,0,2,3,3,3,3,2.14285714285714,2,3,1,2,2,2,3,2,3,3,3.5,3,3,4,2,3,4.33333333333333,4.4,22,9,13,5,4,4,4,5,4,0,"Low",0,0,0,0,0,0,0,2.66666666666667,2,3,3,2,3,4,2,3,3,4,2,0,2,3,1,3,0.428571428571429,0,1,2,0,0,0,0,5,3,5,1.33333333333333,2.66666666666667,1.5,1,3,2,1,0,1,4,3,1,1,0,1,2,2,3,0,1,0,1,0,3,1,1,NA,NA,NA,NA,NA,NA,1,1,1,-1,0,0,0,-1,2,1,0,1,3,1,1,1,0,0,0,"Remained about the same","Nitrogen","Stormwater runoff","Spring (March - May)","Nutrient pollution",8,10,10,6,10,2.5,2.5,50,4,0,0,0,0,1,1,0,1,0,1,"TBEP","In-network"
"R_6eenK7zkJYZGUOJ",507905.87239,1334803.53136,33604,"55 - 64","Female","Bachelor's degree","$100,000 or more","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Moderately liberal",-2,"20 years or more","Single-family home","Own",0,"Bottom",2.75,2.75,3,3.5,2,2,3,4,3,3,3,2,3,3,3,3,4,3,4,3,3,4,3,3,3,2,3,0.666666666666667,1,1,0,3.28571428571429,4,4,3,4,4,2,3,3,0,2.5,1.5,3,2,2,2,1,3.83333333333333,4,20,7,13,5,2,4,4,5,3,0,"Low",0,0,0,0,0,0,0,3.66666666666667,4,3,4,3,4,4,3,1,3,4,1,0,2,4,3,4,0.285714285714286,0,0,1,1,0,0,0,3,3,2,0.833333333333333,2.66666666666667,0.333333333333333,0,1,0,1,3,0,4,1,3,0,1,1,0,0,0,2,3,0,0,2,4,2,0,"About once a month",1,1,0,0,0,-1,0,2,0,-2,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Nitrogen","Stormwater runoff","Summer (June - September)","Boat propeller blades,Increased ocean temperature,Nutrient pollution",5,8,6,6,5,3.5,2.25,45,2,0,0,1,0,0,0,0,0,0,0,"Government","In-network"
"R_6ey5OFUpThaxWYE",541559.619069,1235302.35636,33573,"55 - 64","Female","Master's degree","$25,000 - $49,999","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Strongly liberal",-3,"1 - 4 years","Townhome or duplex","Own",1,"Top",3.25,3,3,2.75,3,3,3,4,3,3,4,2,3,2,3,4,3,3,2,3,3.16666666666667,4,3,4,3,2,3,1.66666666666667,2,2,1,2.28571428571429,3,3,1,4,2,1,3,2,3,1.5,3,2,1,4,2,2,3,3.2,16,7,9,5,2,2,2,5,2,0,"Low",0,0,0,0,0,0,0,2.66666666666667,4,2,2,2,4,4,4,1,3,4,2,0,0,2,0,4,1.14285714285714,1,2,2,1,1,0,1,5,2,5,1.5,0.666666666666667,1.33333333333333,2,2,1,1,3,0,0,1,1,0,1,2,2,2,1,1,2,0,0,0,3,1,1,"2",2,1,1,0,0,1,0,1,1,1,-2,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Phosphorus","Stormwater runoff","Summer (June - September)","Increased ocean temperature",6,7,8,9,10,2,1.7,34,5,0,0,1,0,1,0,1,0,0,1,"TBEP","In-network"
"R_6ezEkUWtpJ0f7dA",407264.417724,1252318.87879,33706,"55 - 64","Female","Master's degree","$100,000 or more","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Moderately liberal",-2,"20 years or more","Single-family home","Own",0,"Middle",2.5,3.5,2.25,3.5,3,3,2,2,3,4,4,3,3,2,2,2,3,3,4,4,2,2,2,2,3,1,2,3.66666666666667,3,4,4,1.14285714285714,1,1,0,1,2,1,2,1,3,1,3,1,1,3,3,3,3.5,3.4,17,5,12,4,1,3,4,5,4,0,"Low",0,0,0,0,0,0,0,2.33333333333333,2,2,3,3,4,4,3,3,0,4,4,0,1,3,0,3,0.142857142857143,1,0,0,0,0,0,0,3,3,3,0.666666666666667,3,0.666666666666667,0,1,0,1,2,0,3,4,2,0,0,1,0,2,1,0,3,0,0,1,4,3,0,NA,NA,NA,NA,NA,NA,2,2,2,0,0,0,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Carbon","Stormwater runoff","Spring (March - May)","Boat propeller blades,Increased ocean temperature,Microplastics,Nutrient pollution",6,1,2,2,10,1.5,0.7,14,4,0,0,1,1,0,0,0,0,1,0,"Connection","In-network"
"R_6j7f1djYvSauCbc",457772.463139,1153442.97902,34209,"65 or older","Male","Doctoral degree","$100,000 or more","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Slightly conservative",1,"20 years or more","Single-family home","Own",0,"Bottom",1.75,2.25,2.75,2.25,2,1,2,2,3,3,2,1,2,3,3,3,3,3,2,1,2,2,1,2,4,1,2,3.33333333333333,4,3,3,2.14285714285714,1,2,1,3,4,1,3,1,2,1.5,4,1,2,4,3,4,4.16666666666667,4.2,21,9,12,5,4,4,3,5,4,0,"Low",0,0,0,0,0,0,0,1.66666666666667,2,1,2,2,4,3,1,3,2,3,3,1,1,2,1,2,0.428571428571429,1,0,0,0,0,2,0,1,1,5,0.666666666666667,0.333333333333333,0.833333333333333,0,0,0,4,0,0,0,1,0,1,0,1,1,1,1,1,4,3,0,0,3,1,0,"2",4,1,1,1,1,-1,-1,-1,2,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Improved","Nitrogen","Stormwater runoff","Summer (June - September)","Increased ocean temperature,Nutrient pollution",8,9,8,8,8,4.5,3.7,74,6,1,1,0,0,0,1,1,0,1,1,"Education","In-network"
"R_6jNUfo0gx1J7UUg",387683.775099,1297952.36127,33770,"65 or older","Male","Master's degree","$100,000 or more","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Strongly conservative",3,"20 years or more","Single-family home","Own",0,"Middle",3,2.5,2.25,3.25,4,2,3,3,2,2,3,3,3,2,2,2,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,1.57142857142857,1,2,1,1,2,2,1,2,4,4,2.5,4,4,3,3,2,4.66666666666667,4.6,23,9,14,5,4,4,5,5,5,0,"Low",0,0,0,0,0,0,0,3.33333333333333,4,3,3,4,1,4,4,4,3,3,3,1,1,1,1,2,1.28571428571429,1,1,2,0,2,2,1,5,3,6,2.33333333333333,2,1.5,0,2,1,4,3,4,2,3,1,1,1,1,2,1,3,1,1,0,0,0,2,2,2,"A few times",2,1,0,1,0,0,0,0,0,0,0,-1,-1,1,0,0,1,3,0,1,1,0,1,0,"Remained about the same","Nitrogen","Stormwater runoff","Summer (June - September)","Nutrient pollution",10,10,10,10,10,3.5,3.5,70,1,0,0,0,0,0,0,0,0,0,1,"Recreation","In-network"
"R_6kiAP8pbnDOw0qx",382306.337051,1292847.15912,33785,"65 or older","Female","Bachelor's degree","$50,000 - $74,999","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Slightly liberal",-1,"1 - 4 years","Condominium","Own",1,"Top",3.25,2,3.25,2.25,4,3,3,3,2,2,3,1,3,3,4,3,2,4,0,3,1.16666666666667,2,1,0,3,0,1,3.33333333333333,2,4,4,1.28571428571429,1,2,0,0,2,2,2,1,1,1,2.5,1,1,2,1,3,4.33333333333333,4.6,23,9,14,5,4,4,5,5,3,0,"Low",0,0,0,0,0,0,0,4,4,4,4,3,3,2,3,2,2,4,3,1,1,1,0,4,0.285714285714286,0,1,1,0,0,0,0,3,3,6,1.33333333333333,2,1.5,0,1,0,4,0,3,1,3,2,1,1,1,1,3,2,0,0,0,0,1,4,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,1,0,1,0,"Improved","Carbon","Vehicle emissions","Summer (June - September)","Increased ocean temperature,Microplastics",5,5,5,5,8,2,1,20,4,1,0,1,0,0,1,0,0,0,0,"TBEP","In-network"
"R_6llvWapWbqJemjb",598085.105989,1514445.07026,33523,"45 - 54","Male","Bachelor's degree","$100,000 or more","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Slightly liberal",-1,"20 years or more","Single-family home","Own",1,"Top",3.75,2,2.75,2.75,4,3,4,4,2,2,2,2,3,2,3,3,3,3,2,3,3.83333333333333,4,4,4,4,4,3,3.33333333333333,2,4,4,3.57142857142857,3,4,2,4,4,4,4,3,3,3.5,2.5,3,4,4,4,1,4,4,20,8,12,4,4,4,4,4,4,2,"Low",0,0,1,1,0,0,0,3.33333333333333,4,3,3,4,4,4,4,3,3,4,2,3,2,3,2,4,1,1,2,0,1,2,1,0,6,3,6,2.5,2.33333333333333,1.5,3,2,1,3,3,3,3,2,2,2,1,3,1,1,1,0,0,1,1,0,3,2,1,NA,NA,NA,NA,NA,NA,2,2,0,2,2,0,-1,-1,3,1,1,1,4,1,1,0,0,1,1,"Declined","Nitrogen","Stormwater runoff","Summer (June - September)","Increased ocean temperature,Nutrient pollution",8,9,8,9,10,3.5,3.1,62,6,1,1,1,0,0,1,1,0,0,0,"TBEP","In-network"
"R_6M6fNCDOZMexn3X",449150.884315,1249105.19638,33701,"35 - 44","Male","Doctoral degree","$100,000 or more","Full-time",0,0,"Asian",0,1,0,0,0,0,0,0,"Slightly liberal",-1,"5 - 9 years","Apartment","Rent",1,"Top",3.5,2,2.25,1.75,4,2,4,4,2,1,3,2,3,2,2,2,3,1,1,2,2.33333333333333,3,1,2,3,2,3,3,2,4,3,3,0,3,2,3,2,4,4,3,3,2,2.5,2,2,3,1,2,3.66666666666667,3.6,18,8,10,5,3,3,3,4,4,0,"Low",0,0,0,0,0,0,0,2.33333333333333,3,2,2,1,2,4,3,0,2,4,2,3,1,1,2,1,0.428571428571429,1,0,0,0,0,0,2,3,2,6,1.16666666666667,1.66666666666667,1,0,3,0,1,0,3,4,0,1,1,1,1,1,1,1,NA,NA,NA,NA,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,0,0,1,0,0,1,5,1,1,1,0,1,1,"Declined","Phosphorus","Stormwater runoff","Fall (October - November)","Boat propeller blades,Increased ocean temperature,Nutrient pollution",7,7,7,7,6,1.5,1,20,5,0,0,0,0,1,1,0,1,1,1,"Recreation","In-network"
"R_6oEzSxI445fWBix",441312.294223,1249065.51619,33713,"45 - 54","Male","Doctoral degree","$100,000 or more","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Strongly liberal",-3,"10 - 19 years","Single-family home","Own",0,"Bottom",0.75,1.25,2,3.25,3,0,0,0,1,1,2,1,4,2,2,0,3,2,4,4,2.83333333333333,4,2,2,3,2,4,1.33333333333333,1,2,1,1,0,1,0,1,2,0,3,0,3,2,4,2,2,4,2,4,3.66666666666667,3.6,18,7,11,5,2,3,3,5,4,0,"Low",0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,2,3,4,2,0,1,3,1,4,0.142857142857143,0,0,0,0,0,0,1,3,3,5,0.666666666666667,1.66666666666667,1,1,0,1,0,2,0,2,2,1,2,1,1,1,1,0,0,3,0,0,3,4,4,1,NA,NA,NA,NA,NA,NA,2,0,2,1,-1,-1,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Nitrogen","Stormwater runoff","Summer (June - September)","Boat propeller blades,Increased ocean temperature,Nutrient pollution",9,8,6,7,5,3.5,2.35,47,3,0,0,0,0,0,1,1,0,0,1,"TBEP","In-network"
"R_6pDs9IiSVM65gAP",450706.335933,1236637.36034,33705,"35 - 44","Female","Master's degree","$25,000 - $49,999","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Slightly liberal",-1,"5 - 9 years","Townhome or duplex","Own",1,"Top",3.75,2.75,2.5,3,3,4,4,4,2,3,4,2,2,2,3,3,3,3,3,3,3.66666666666667,4,3,4,4,3,4,3.66666666666667,3,4,4,3.57142857142857,2,4,3,4,4,3,3,4,4,4,3.5,4,4,3,4,4,3.33333333333333,3.4,17,6,11,3,3,3,4,4,3,8,"Mild",2,2,1,1,1,1,0,0.666666666666667,2,0,0,1,4,4,4,3,2,4,2,2,2,2,2,4,0.571428571428571,1,2,1,0,0,0,0,5,3,4,1.83333333333333,1,1.33333333333333,2,2,2,1,4,0,1,1,1,0,0,2,1,2,3,0,0,0,0,2,2,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Nitrogen","Industrial discharges into the bay","Summer (June - September)","Increased ocean temperature,Nutrient pollution",10,9,9,6,8,2.5,1.9,38,6,0,0,1,0,0,1,1,1,0,1,"Unknown","In-network"
"R_6qDer0iWkfYbw0D",558481.13823,1287195.97309,33569,"65 or older","Male","Bachelor's degree","$100,000 or more","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Slightly conservative",1,"20 years or more","Single-family home","Own",1,"Top",4,2,3.25,2.5,4,4,4,4,2,2,2,2,4,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,3.85714285714286,4,4,3,4,4,4,4,4,2,4,1.5,4,4,2,2,1,4.83333333333333,4.8,24,9,15,5,4,5,5,5,5,0,"Low",0,0,0,0,0,0,0,1.66666666666667,1,0,4,2,4,4,4,3,2,4,2,3,2,2,4,4,0.285714285714286,0,2,0,0,0,0,0,6,3,5,3,2.66666666666667,1.66666666666667,2,3,3,4,4,2,4,2,2,0,1,2,1,3,3,1,3,0,0,1,4,4,4,"A few times",1,1,0,0,0,2,2,2,-1,-1,-1,-2,-2,1,0,0,1,1,1,0,0,0,0,0,"Remained about the same","Nitrogen","Stormwater runoff","Summer (June - September)","Boat propeller blades,Nutrient pollution",5,8,10,10,10,4,3.8,76,1,0,0,0,0,0,0,1,0,0,0,"TBEP","In-network"
